snapshot_date,sol_usd,sol_btc,btc_usd,btc_dominance,tvl_usd,tvl_sol,stablecoins_usd,rwa_usd,dex_volume_usd,app_fees_usd,app_revenue_usd,fees_usd,revenue_usd,chain_fees_usd,chain_revenue_usd,active_addresses,transactions_24h,fundamental_score,thesis_status,note
2021-07-04,34.332,0.000973017553257,35284.05,,873447775.0,25441214.464639403,,,,,,,,,,,,45.19,neutral,Score 45/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-07-28,27.899,0.0006968635022767,40035.1,,1066854851.0,38239895.731029786,,,,,,,,,,,,45.19,neutral,Score 45/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-07-29,31.295,0.0007816043381226,40039.44,,1135937952.0,36297745.71017734,,,,,,,,,,,,45.19,neutral,Score 45/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-07-30,32.41,0.0007673194366677,42237.95,,1192566473.0,36796250.32397409,,,,,,,,,,,,45.19,neutral,Score 45/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-07-31,36.759,0.0008858655534725,41495.01,,1244169934.0,33846675.2087924,,,,,,,,,,,,45.19,neutral,Score 45/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-01,34.198,0.0008578364050438,39865.41,,1204468607.0,35220439.99649102,,,,,,,,,,,,45.19,neutral,Score 45/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-02,33.187,0.0008476972555779,39149.59,,1235666585.0,37233452.40606262,,,,,,,,,,,,45.19,neutral,Score 45/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-03,34.116,0.0008932891768417,38191.44,,1245829134.0,36517444.42490327,,,,,,,,,,,,69.57,intakt,Score 70/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-04,35.794,0.000901103432546,39722.41,,1290175469.0,36044461.8930547,,,,,,,,,,,,69.57,intakt,Score 70/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-05,37.398,0.0009146283304401,40888.74,,1364332725.0,36481435.50457244,,,,,,,,,,,,69.57,intakt,Score 70/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-06,39.513,0.0009217025219281,42869.58,,1314146303.0,33258580.79619366,,,,,,,,,,,,69.57,intakt,Score 70/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-07,39.516,0.0008852678049364,44637.34,,1327362329.0,33590503.31511287,,,,,,,,,,,,69.57,intakt,Score 70/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-08,37.689,0.0008599073584377,43829.14,,1304155428.0,34603078.56403725,,,,,,,,,,,,69.57,intakt,Score 70/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-09,38.676,0.0008355968221567,46285.48,,1361913466.0,35213400.19650429,,,,,,,,,,,,69.57,intakt,Score 70/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-10,40.691,0.0008924314287807,45595.66,,1343991879.0,33029217.247057088,,,,,,,,,,,,69.57,intakt,Score 70/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-11,41.65,0.0009143097488249,45553.49,,1343516825.0,32257306.72268908,,,,,,,,,,,,67.94,intakt,Score 68/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-12,41.102,0.0009252593414004,44422.14,,1403995543.0,34158813.269427285,,,,,,,,,,,,73.42,intakt,Score 73/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-13,44.9,0.0009386699402345,47833.64,,1463836340.0,32602145.65701559,,,,,,,,,,,,71.64,intakt,Score 72/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-14,44.178,0.0009377696501672,47109.65,,1508051128.0,34135794.467834674,,,,,,,,,,,,73.42,intakt,Score 73/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-15,53.556,0.0011391381678286,47014.49,,1631699574.0,30467166.59197849,,,,,,,,,,,,68.09,intakt,Score 68/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-16,62.055,0.0013518883301679,45902.46,,1729658494.0,27872991.604222063,,,,,,,,,,,,58.46,neutral,Score 58/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-17,64.169,0.0014364613922319,44671.58,,1786087699.0,27834120.821580514,,,,,,,,,,,,52.16,neutral,Score 52/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-18,72.736,0.0016269131372072,44707.98,,1997161281.0,27457672.69302684,,,,,,,,,,,,52.16,neutral,Score 52/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-19,72.831,0.0015573536854975,46765.87,,2103736573.0,28885180.390218448,,,,,,,,,,,,52.62,neutral,Score 53/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-20,78.746,0.0015959094004345,49342.4,,2274158627.0,28879671.69126051,,,,,,,,,,,,59.67,neutral,Score 60/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-21,73.937,0.0015130245306548,48867.02,,2275112735.0,30770963.59062445,,,,,,,,,,,,59.68,neutral,Score 60/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-22,72.809,0.0014773165589353,49284.63,,2218000709.0,30463276.641623978,,,,,,,,,,,,59.42,neutral,Score 59/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-23,75.655,0.0015281831678668,49506.5,,2250117206.0,29741817.54014936,,,,,,,,,,,,59.57,neutral,Score 60/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-24,70.591,0.0014804398683373,47682.45,,2204595033.0,31230539.77135896,,,,,,,,,,,,59.37,neutral,Score 59/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-25,71.986,0.0014694820068781,48987.33,,2193191447.0,30466916.44208596,,,,,,,,,,,,59.32,neutral,Score 59/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-26,74.823,0.0015970256642961,46851.47,,2253275462.0,30114743.62161368,,,,,,,,,,,,53.28,neutral,Score 53/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-27,88.053,0.0017941597352925,49077.57,,2439598288.0,27706021.23720941,,,,,,,,,,,,54.11,neutral,Score 54/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-28,96.246,0.0019664940438804,48942.94,,2567798841.0,26679538.276915405,,,,,,,,,,,,54.68,neutral,Score 55/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-29,94.287,0.0019320085126646,48802.58,,2593429466.0,27505695.01628008,,,,,,,,,,,,54.79,neutral,Score 55/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-30,110.347,0.0023481227594075,46993.71,,2709652837.0,24555745.39407505,,,,,,,,,,,,55.31,neutral,Score 55/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-08-31,108.29,0.0022985407269832,47112.5,,2735864216.0,25264236.91938313,,,,,,,,,,,,55.42,neutral,Score 55/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-01,110.671,0.0022659974864792,48839.86,,2877963189.0,26004673.21159111,,,,,,,,,,,,56.05,neutral,Score 56/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-02,128.346,0.0026044569969137,49279.37,,3029584099.0,23604818.997086,,,,,,,,,,,,56.72,neutral,Score 57/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-03,146.524,0.0029290154922538,50025.0,,3191574878.0,21781925.67770468,,,,,,,,,,,,57.44,neutral,Score 57/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-04,138.998,0.0027831338858834,49942.98,,3328505721.0,23946428.876674484,,,,,,,,,,,,58.05,neutral,Score 58/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-05,142.138,0.0027445506463996,51789.17,,3546418518.0,24950530.597025424,,,,,,,,,,,,59.01,neutral,Score 59/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-06,164.316,0.003118021071064,52698.81,,4208649902.0,25613147.240682587,,,,,,,,,,,,61.95,neutral,Score 62/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-07,173.4,0.0036976617727025,46894.5,,3966327656.0,22873861.91464821,,,,,,,,,,,,60.87,neutral,Score 61/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-08,191.03,0.0041473839978671,46060.36,,4816807931.0,25214929.23101084,,,,,,,,,,,,64.64,neutral,Score 65/100: Die Datenlage ist gemischt oder noch unvollständig. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-09,187.908,0.0040497413793103,46400.0,,5658526091.0,30113279.322860125,,,,,,,,,,,,71.75,intakt,Score 72/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-10,179.51,0.0040023232247786,44851.45,,6350729997.0,35378140.47685366,8733.0,,,,,,,,,,,68.57,intakt,Score 69/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 44%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-11,179.122,0.0039653474300244,45171.83,,6694664395.0,37374886.36236755,,,,,,,,,,,,86.56,intakt,Score 87/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-12,174.272,0.0037865272270714,46024.23,,7604633492.0,43636576.68472274,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-13,169.797,0.0037776554628354,44947.72,,7326415290.0,43148084.41845262,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-14,158.64,0.003366207469908,47127.22,,7151040149.0,45077156.763741806,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-15,158.433,0.003290533462158,48148.12,,7131258837.0,45011196.13338131,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-16,152.043,0.0031839358903159,47753.16,,6704300350.0,44094764.96780516,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-17,147.592,0.0031201073916306,47303.5,,6483722696.0,43930041.57406905,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-18,169.336,0.0035048647861017,48314.56,,7201356137.0,42527024.00552747,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-19,152.842,0.0032343460882784,47255.92,,6882391944.0,45029454.888054326,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-20,132.567,0.0030820238639647,43012.97,,5953651385.0,44910508.53530667,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-21,124.3,0.0030525840135954,40719.6,,5543049946.0,44594126.67739341,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-22,148.197,0.0034009560505885,43575.1,,6276025425.0,42349206.96775238,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-23,150.034,0.0033416938414734,44897.59,,6556372861.0,43699247.24395804,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-24,139.308,0.003251143786121,42848.92,,6268148421.0,44994892.04496512,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-25,136.117,0.0031873404626241,42705.51,,6353408537.0,46676084.08207645,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-26,135.698,0.0031427564302392,43178.02,,6342540190.0,46740115.47701514,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-27,136.35,0.0032332062972946,42171.76,,6323728768.0,46378648.83021636,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-28,132.182,0.0032219025609813,41026.07,,6147041840.0,46504379.11364634,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-29,135.304,0.00325859733694,41522.16,,6277367087.0,46394541.82433631,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-09-30,141.358,0.0032255525057599,43824.43,,6617236505.0,46811899.609502114,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-10-01,161.649,0.0033560977756813,48165.76,,7114242817.0,44010435.05991376,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-10-02,168.979,0.0035456817147453,47657.69,,7220803330.0,42731956.811201386,,,3.0,,,,,,,,,75.72,intakt,Score 76/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 38%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-10-03,173.129,0.003589356800049,48233.99,,7441217915.0,42980771.07243732,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-10-04,167.212,0.0033954750013909,49245.54,,7300749820.0,43661638.040332034,,,,,,,,,,,,90.27,intakt,Score 90/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 27%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
2021-10-05,164.623,0.0031969361861452,51493.99,,7270422667.0,44164075.90069432,,,100.0,,,,,,,,,74.66,intakt,Score 75/100: Die Solana-These wirkt auf Basis der verfügbaren Fundamentaldaten intakt. Datenabdeckung: 38%. Flows werden als 30D-Rolling-Summe bewertet; aktive Adressen geglättet.
